exam,section,text_no,n,pos_in_block,type,negative,cited_line,key,stem,opt1,opt2,opt3,opt4,locator_in_stem,answer_home,answer_span_sentences,scan_sufficient,scan_comment,correct_option_relation,correct_shares_wording,key_looks_wrong,key_comment,key_reliability,mech1,why1,mech2,why2,mech3,why3,mech4,why4
spring_2021,2,2,19,2,explicit_detail,False,lines 1-2,1,According to John Boyd Orr's philosophy (lines 1-2) -,"as long as hunger exists, peace is not possible",nutrition is the most basic of human needs,there is not enough food to feed the world's population,hunger is the cause of all suffering in the world,line_number,p1,2,yes_local,The quoted two sentences at the top contain everything needed,paraphrase,True,False,,ok,,,not_stated,Quote ranks nothing; it speaks of necessities in general,not_stated,No claim that world food supply is insufficient,overreach,'All suffering' overstates the link between hunger and war
spring_2021,2,2,20,3,explicit_detail,False,,2,"According to the second paragraph, Boyd Orr Britain's food rationing program during World War II.",did not approve of,contributed to,conducted a study of,was asked to develop,paragraph_number,p2,2,yes_local,Scan 'rationing'; the report-became-the-basis sentence settles it,inference_one_step,False,False,,ok,contradiction,"His report was the basis of the program, not opposed to it",,,right_words_wrong_relation,His study preceded and caused the program; he did not study it,not_stated,No one is said to have asked him to develop the program
spring_2021,2,2,21,4,paragraph_purpose,False,,2,The main purpose of the last paragraph is to -,discuss Boyd Orr's work at the FAO,describe Boyd Orr's work after World War II,explain why Boyd Orr resigned from the FAO,explain why Boyd Orr gave away his Nobel prize money,ordinal_position,p3,5,needs_paragraph,Three narrower options each match one sentence; only the full paragraph shows the postwar span,generalization,True,False,,ok,too_narrow,"FAO covers most, but not the donations after he resigned",,,too_narrow,"The resignation is one sentence, not the paragraph's aim",too_narrow,The donation closes the paragraph but is not its purpose
spring_2021,2,2,22,5,reference_word,True,line 19,4,"In line 19, ""the cause"" could not refer to -",achieving world peace,battling world hunger,improving nutrition,protecting all human rights,line_number,whole,6,needs_whole_text,Negative reference item: each candidate referent must be checked against the whole biography,elimination_only,False,False,,ok,true_but_not_asked,Peace is his stated cause and the Peace Council recipient,true_but_not_asked,Feeding the hungry is named in the first paragraph,true_but_not_asked,Nutrition research is his lifelong work in paragraph two,,
summer_2018,1,1,13,1,explicit_detail,False,,2,"According to the first paragraph, a fourth of the people in the world -",speak either Mandarin Chinese or Spanish,know at least some English,use English in their work,learned English by using the internet,ordinal_position,p1,1,yes_local,Scan 'a fourth'; the same sentence says communicate in English to some degree.,paraphrase,True,False,,ok,wrong_location,Mandarin and Spanish come from the preceding sentence's comparison.,,,wrong_location,"Professional use is the next sentence, not the one-fourth claim.",right_words_wrong_relation,"Internet appears, but as content share, not as a learning route."
summer_2018,1,1,14,2,paragraph_purpose,False,,4,The main purpose of the second paragraph is to -,compare English with Latin,discuss the geographic areas where English is spoken,argue that the use of English is declining,discuss the future of the English language,paragraph_number,p2,3,needs_paragraph,Two opposed predictions; reading only the first makes option 3 look right.,generalization,False,False,,ok,too_narrow,Latin is a single comparative clause inside one view.,right_words_wrong_relation,Lifts 'wide geographic area' from one argument and makes it the topic.,half_true,Only one of the two views; the paragraph endorses neither.,,
summer_2018,1,1,15,3,inference,False,,4,The second paragraph mentions Latin because -,it is the source of many English words,it is still studied by scholars,it is important in many realms of life,it is no longer a leading language,paragraph_number,p2,1,yes_local,"'like Latin before it, English will eventually decline' contains the whole analogy.",inference_one_step,True,False,,ok,outside_knowledge,True of English etymology but never said in this text.,not_stated,Nothing about Latin still being studied appears.,right_words_wrong_relation,Takes 'realms of life' from the rival argument and attaches it to Latin.,,
summer_2018,1,1,16,4,paragraph_purpose,False,,1,The main purpose of the last paragraph is to -,discuss the mixing of English with other languages,compare Spanglish and Tok Pisin,discuss the development of dialects,explain how new linguistic forms evolve,ordinal_position,p3,8,needs_paragraph,Tok Pisin fills the paragraph's end; a local reader mistakes an example for the topic.,generalization,True,False,,ok,,,right_words_wrong_relation,"Both are named as parallel examples, never compared.",half_true,"Dialects are discussed, but only ones blended with English.",overreach,Examples are listed; no mechanism of evolution is explained.
summer_2018,1,1,17,5,explicit_detail,False,,3,"According to the last paragraph, in Papua New Guinea -",business is conducted in English,English is as widely spoken as Tok Pisin,Tok Pisin is the dominant language,there are more local dialects than in any other country,ordinal_position,p3,1,yes_local,Scan Papua New Guinea; 'the most widely spoken language' is in that sentence.,paraphrase,True,False,,ok,not_stated,Business language there is never mentioned.,contradiction,Tok Pisin is stated to be the most widely spoken.,,,overreach,A superlative comparison across countries is never made.
summer_2018,1,2,18,1,main_idea,False,,4,The main purpose of the text is to discuss -,recent studies of rubbermaking in ancient Mesoamerica,"the chemical processes that the Maya, Aztec and Olmec peoples used to make rubber",the experiences of 16th-century Spanish explorers in the New World,an ancient ball game and the rubber used to make the balls,none,whole,99,no_locator,Only an option covering both the game and the rubber spans all three paragraphs.,generalization,True,False,,ok,too_narrow,Modern study is the last paragraph's closing quotations.,half_true,Chemistry is mentioned as only now beginning to be understood.,too_narrow,The Spaniards are the framing device of paragraph one.,,
summer_2018,1,2,19,2,paragraph_purpose,False,,3,The main purpose of the first paragraph is to describe -,the rules of the ancient ball game of chaah,Pedro Martyr's experiences in the New World,Europeans' first encounter with rubber balls,a game played between Spaniards and Mesoamericans,ordinal_position,p1,6,needs_paragraph,Half the paragraph describes play; only the closing sentences reveal rubber is the point.,generalization,True,False,,ok,too_narrow,The body-parts rule is one clause of setup.,too_narrow,"Martyr's quote is evidence, not the paragraph's subject.",,,right_words_wrong_relation,Spaniards watched the game; they never played in it.
summer_2018,1,2,20,3,vocab_in_context,False,line 5,2,"In line 5, ""ricocheting"" is closest in meaning to -",astonishing,bouncing,heavy,miraculous,line_number,p1,2,yes_local,The next sentence's quotation says 'sent into the air with incredible bounce'.,paraphrase,True,False,,ok,right_words_wrong_relation,'Astonished' is the main verb of the same sentence.,,,right_words_wrong_relation,"'Heavy, solid balls' appears two sentences earlier.",right_words_wrong_relation,'Miraculous' closes the paragraph describing the same balls.
summer_2018,1,2,21,4,reference_word,False,lines 11-13,4,"The sentence ""The ball . . . order"" (lines 11-13) -",shows that chaah had been played for thousands of years,discusses Mesoamerican beliefs about the creation of the world,presents the Spaniards' interpretation of a Mesoamerican ritual,describes the religious meaning of the game of chaah,line_number,p2,2,yes_local,The sentence before it calls the game a ritual of great religious significance.,generalization,True,False,,ok,wrong_location,"'Thousands of years' is the paragraph's opening, not this sentence.",too_narrow,Creation is one clause inside a broader religious claim.,wrong_entity,"It reports Mesoamerican belief, not the Spaniards' reading of it.",,
summer_2018,1,2,22,5,paragraph_purpose,False,,1,The last paragraph is mainly about -,the ancient method of making rubber and modern appreciation for it,Frank Bates' and Dorothy Hosler's research on Mesoamerican rubber,Pedro Martyr's description of a seemingly magical material,how scientists discovered the process by which ancient rubber was made,ordinal_position,p3,5,needs_paragraph,Method opens the paragraph and praise closes it; either half alone yields a wrong option.,generalization,True,False,,ok,,,half_true,Both are quoted admiring the work; their own research is not described.,too_narrow,Martyr's account is the paragraph's opening clause only.,contradiction,"Scientists have only begun to understand it, not discovered it."
