word,lemma,in_bank,bank_headword,level,zipf,sc_opt_exams,sc_opt_correct_exams,restatement_exams,rc_question_exams,exams_any_role,occurrences,weighted_score
mother-of-pearl,mother-of-pearl,0,,off~C1,4.11,0,0,2,0,1,5,6
booth,booth,0,,off~C1,4.1,0,0,2,0,1,5,6
convenient,convenient,0,,B1,4.15,0,0,1,0,3,3,6
constitution,constitution,0,,C1,4.56,0,0,2,0,1,5,6
preamble,preamble,0,,off~C2,2.87,0,0,2,0,1,5,6
theology,theology,0,,C1,3.92,0,0,2,0,1,5,6
briefly,briefly,0,,B2,4.22,0,0,1,0,4,4,6
fascinating,fascinating,0,,B1,4.13,0,0,1,0,4,4,6
Karl,Karl,0,,off~C1,4.0,0,0,2,0,1,3,6
chytrid,chytrid,0,,off~C2,1.37,0,0,2,0,1,5,6
chekhov,chekhov,0,,off~C2,2.73,0,0,2,0,1,2,6
pace,pace,0,,B2,4.38,0,0,2,0,2,2,6
diesel,diesel,0,,off~C1,4.05,0,0,2,0,1,5,6
coqui,coqui,0,,off~C2,1.58,0,0,2,0,1,5,6
length,length,0,,B1,4.77,0,0,1,0,4,6,6
impoverished,impoverish,0,,off~C2,3.35,0,0,1,0,3,3,6
anti-british,anti-british,0,,off~B2,4.79,0,0,2,0,1,2,6
wrought,wrought,0,,off~C2,3.44,0,0,2,0,2,2,6
conjecture,conjecture,0,,off~C2,3.35,0,0,1,0,3,3,6
hummingbird,hummingbird,0,,off~C2,2.96,0,0,2,0,1,5,6
loon,loon,0,,off~C2,2.99,0,0,2,0,1,5,6
nonviolence,nonviolence,0,,off~C2,2.69,0,0,2,0,1,5,6
chimpanzee,chimpanzee,0,,off~C2,2.97,0,0,2,0,1,5,6
reduction,reduction,0,,B2,4.39,0,0,2,0,1,2,6
chlorofluorocarbons,chlorofluorocarbon,0,,off~C2,1.78,0,0,2,0,1,4,6
unanimously,unanimously,0,,off~C1+,3.62,0,0,2,0,1,2,6
geopolitical,geopolitical,0,,off~C2,3.15,0,0,2,0,1,5,6
Israel,Israel,0,,off~B2,4.77,0,0,2,0,1,3,6
enthusiasm,enthusiasm,0,,B2,4.02,0,0,1,1,2,3,6
chronicle,chronicle,0,,off~C1+,3.7,0,0,2,0,2,2,6
rekindle,rekindle,0,,off~C2,2.71,0,0,1,1,2,3,6
aristocrat,aristocrat,0,,off~C2,2.99,0,0,1,0,3,4,6
kalakukko,kalakukko,0,,off~C2,0.0,0,0,2,0,1,5,6
devout,devout,0,,off~C2,3.34,0,0,2,0,1,2,6
precipitation,precipitation,0,,off~C1+,3.64,0,0,2,0,1,4,6
cyanobacteria,cyanobacterium,0,,off~C2,2.44,0,0,2,0,1,5,6
kilt,kilt,0,,off~C2,2.88,0,0,2,0,1,5,6
Abraham,Abraham,0,,off~C1+,3.98,0,0,2,0,2,2,6
tycoon,tycoon,0,,off~C2,3.16,0,0,2,0,1,2,6
Chester,Chester,0,,off~C1+,3.81,0,0,2,0,1,5,6
laziness,laziness,0,,off~C2,3.17,0,0,2,0,2,2,6
kabwe,kabwe,0,,off~C2,1.6,0,0,2,0,1,2,6
reindeer,reindeer,0,,off~C2,3.32,0,0,2,0,1,6,6
defuse,defuse,0,,off~C2,2.88,0,0,2,0,1,2,6
diplomatically,diplomatically,0,,off~C2,2.58,0,0,2,0,2,2,6
objective,objective,0,,B2,4.36,0,0,1,0,3,3,6
murmansk,murmansk,0,,off~C2,2.41,0,0,2,0,1,3,6
loris,loris,0,,off~C2,2.33,0,0,2,0,1,5,6
celiac,celiac,0,,off~C2,2.91,0,0,2,0,1,5,6
autoimmune,autoimmune,0,,off~C2,3.17,0,0,2,0,1,3,6
intestine,intestine,0,,off~C2,3.23,0,0,1,0,2,5,6
telegraph,telegraph,0,,off~C1,4.0,0,0,2,0,1,5,6
standstill,standstill,0,,off~C2,3.05,0,0,2,0,2,2,6
momentous,momentous,0,,off~C2,3.11,0,0,1,0,3,3,6
Bermuda,Bermuda,0,,off~C1+,3.52,0,0,2,0,1,3,6
quarter,quarter,0,,A1,4.72,0,0,2,0,1,5,6
emission,emission,0,,B2,4.07,0,0,2,0,1,2,6
reassure,reassure,0,,C1,3.4,0,0,2,0,1,2,6
pistachio,pistachio,0,,off~C2,2.76,0,0,2,0,1,5,6
investor,investor,0,,B2,4.34,0,0,2,0,1,5,6
frigid,frigid,0,,off~C2,2.98,0,0,1,0,2,3,6
allotrope,allotrope,0,,off~C2,1.21,0,0,2,0,1,5,6
rainbow,rainbow,0,,off~C1,4.07,0,0,2,0,1,5,6
secondary,secondary,0,,B1,4.53,0,0,2,0,1,4,6
faint,faint,0,,off~C1+,3.78,0,0,2,0,1,2,6
fowler,fowler,0,,off~C1+,3.63,0,0,2,0,1,5,6
toad,toad,0,,off~C2,3.34,0,0,2,0,1,5,6
amole,amole,0,,off~C2,1.19,0,0,2,0,1,3,6
calculus,calculus,0,,off~C1+,3.6,0,0,2,0,1,5,6
horticulturist,horticulturist,0,,off~C2,2.28,0,0,2,0,1,5,6
chorus,chorus,0,,off~C1+,3.9,0,0,2,0,1,5,6
inaugural,inaugural,0,,off~C1+,3.67,0,0,2,0,1,5,6
courage,courage,0,,B2,4.32,0,0,2,0,2,2,6
ibn,ibn,0,,off~C2,3.47,0,0,2,0,1,5,6
afterlife,afterlife,0,,off~C2,3.36,0,0,2,0,1,5,6
raven,raven,0,,off~C1+,3.79,0,0,2,0,1,5,6
hierarchy,hierarchy,0,,C1,3.78,0,0,2,0,2,2,6
sect,sect,0,,off~C1+,3.54,0,0,2,0,1,4,6
evocation,evocation,0,,off~C2,2.59,0,0,2,0,1,2,6
pecan,pecan,0,,off~C2,2.93,0,0,2,0,1,5,6
commander-in-chief,commander-in-chief,0,,off~B2,4.41,0,0,2,0,1,5,6
landmine,landmine,0,,off~C2,2.57,0,0,2,0,1,5,6
ladybug,ladybug,0,,off~C2,2.67,0,0,2,0,1,5,6
Borneo,Borneo,0,,off~C2,3.09,0,0,2,0,1,2,6
orangutan,orangutan,0,,off~C2,2.8,0,0,2,0,1,5,6
slump,slump,0,,off~C2,3.36,0,0,2,0,1,2,6
recession,recession,0,,B2,3.85,0,0,2,0,1,5,6
non-native,non-native,0,,off~B2,4.59,0,0,2,0,1,2,6
feminism,feminism,0,,off~C1+,3.85,0,0,2,0,1,4,6
patriarchy,patriarchy,0,,off~C2,3.12,0,0,2,0,1,3,6
federalism,federalism,0,,off~C2,2.98,0,0,2,0,1,3,6
Francis,Francis,0,,off~B2,4.39,0,0,2,0,1,5,6
Alan,Alan,0,,off~B2,4.45,0,0,2,0,1,2,6
socrates,socrates,0,,off~C2,3.27,0,0,2,0,1,5,6
mill,mill,0,,C1,4.38,0,0,2,0,1,5,6
roaster,roaster,0,,off~C2,2.49,0,0,2,0,1,5,6
popcorn,popcorn,0,,off~C1+,3.73,0,0,2,0,1,5,6
Egypt,Egypt,0,,off~B2,4.45,0,0,2,0,1,2,6
five-character,five-character,0,,off~B2,4.95,0,0,2,0,1,5,6
malnourished,malnourished,0,,off~C2,2.8,0,0,2,0,1,2,6
katie,katie,0,,off~C1+,3.96,0,0,2,0,1,2,6
sapphire,sapphire,0,,off~C2,3.44,0,0,2,0,1,5,6
codex,codex,0,,off~C2,3.18,0,0,2,0,1,5,6
pizza,pizza,0,,off~B2,4.43,0,0,2,0,1,5,6
cookbook,cookbook,0,,off~C2,3.36,0,0,2,0,1,5,6
women-own,women-own,0,,off~B2,5.35,0,0,2,0,1,2,6
suspension,suspension,0,,C1,4.24,0,0,2,0,1,5,6
Vietnam,Vietnam,0,,off~B2,4.31,0,0,2,0,1,2,6
ounce,ounce,0,,off~C1+,3.8,0,0,2,0,1,5,6
phosphorescence,phosphorescence,0,,off~C2,1.88,0,0,2,0,1,5,6
luminescence,luminescence,0,,off~C2,2.51,0,0,2,0,1,5,6
Hawaii,Hawaii,0,,off~C1,4.21,0,0,2,0,1,2,6
genus,genus,0,,off~C1+,3.73,0,0,2,0,1,5,6
hafnium,hafnium,0,,off~C2,1.9,0,0,2,0,1,5,6
zirconium,zirconium,0,,off~C2,2.45,0,0,2,0,1,5,6
sumit,sumit,0,,off~C2,2.08,0,0,2,0,1,2,6
sturgeon,sturgeon,0,,off~C2,3.34,0,0,2,0,1,5,6
caviar,caviar,0,,off~C2,3.15,0,0,2,0,1,5,6
decimate,decimate,0,,off~C2,3.07,0,0,2,0,1,2,6
fulmar,fulmar,0,,off~C2,1.61,0,0,2,0,1,5,6
programmer,programmer,0,,off~C1+,3.56,0,0,2,0,1,5,6
operator,operator,0,,B2,4.32,0,0,2,0,1,5,6
legalization,legalization,0,,off~C2,3.4,0,0,2,0,1,4,6
port,port,0,,B1,4.73,0,0,2,0,1,5,6
acorn,acorn,0,,off~C2,3.08,0,0,2,0,1,5,6
foe,foe,0,,off~C1+,3.51,0,0,2,0,1,2,6
neurological,neurological,0,,off~C1+,3.54,0,0,2,0,1,5,6
lanolin,lanolin,0,,off~C2,2.2,0,0,2,0,1,5,6
Arthur,Arthur,0,,off~B2,4.41,0,0,2,0,1,5,6
acupuncture,acupuncture,0,,off~C2,3.04,0,0,2,0,1,5,6
checkerspot,checkerspot,0,,off~C2,1.04,0,0,2,0,1,5,6
unappetizing,unappetizing,0,,off~C2,2.0,0,0,2,0,1,2,6
weep,weep,0,,off~C2,3.41,0,0,2,0,1,3,6
machiavelli's,machiavelli's,0,,off~C2,1.69,0,0,2,0,1,2,6
bald,bald,0,,off~C1+,3.83,0,0,1,0,2,2,5
havoc,havoc,0,,off~C2,3.5,0,0,1,0,3,3,5
determining,determin,0,,off~C1+,3.97,0,0,1,0,3,3,5
herald,herald,0,,off~C1+,3.95,0,0,1,0,3,3,5
businessman,businessman,0,,A2,3.95,0,0,1,0,3,3,5
photography,photography,0,,B1,4.45,0,0,1,0,2,2,5
indoor,indoor,0,,B1,4.09,0,0,1,0,2,2,5
german,german,0,,off~B2,4.95,0,0,1,0,2,2,5
lively,lively,0,,B2,3.86,0,0,1,0,3,3,5
David,David,0,,off~B2,5.13,0,0,1,0,3,3,5
terrible,terrible,0,,A1,4.71,0,0,1,0,2,2,5
lord,lord,0,,B2,5.1,0,0,1,0,2,2,5
flightless,flightless,0,,off~C2,2.47,0,0,1,0,2,2,5
refine,refine,0,,off~C1+,3.83,0,0,1,0,3,3,5
inevitably,inevitably,0,,B2,3.9,0,0,1,0,3,3,5
restorer,restorer,0,,off~C2,2.46,0,0,1,0,3,3,5
evolutionary,evolutionary,0,,C1,3.82,0,0,1,0,2,2,5
problematic,problematic,0,,C1,3.87,0,0,1,0,3,3,5
fourteen,fourteen,0,,A1,3.88,0,0,1,0,3,4,5
Ira,Ira,0,,off~C1+,3.84,0,0,1,0,2,3,5
kangaroo,kangaroo,0,,off~C2,3.5,0,0,1,0,2,2,5
chinese,chinese,0,,off~B2,5.01,0,0,1,0,3,3,5
greyhound,greyhound,0,,off~C2,3.17,0,0,1,0,2,2,5
centuries-old,centuries-old,0,,off~B2,4.3,0,0,1,0,2,2,5
intricate,intricate,0,,off~C1+,3.55,0,0,1,0,3,3,5
sophistication,sophistication,0,,off~C2,3.27,0,0,1,0,3,3,5
trading,trading,0,,B2,4.63,0,0,1,0,2,2,5
financially,financially,0,,off~C1+,3.98,0,0,1,1,2,2,5
abruptly,abruptly,0,,off~C1+,3.56,0,0,1,0,2,2,5
era,era,0,,B2,4.67,0,0,1,0,2,3,5
amazing,amazing,0,,A1,5.1,0,0,1,0,2,2,5
hopeful,hopeful,0,,C1,3.79,0,0,1,0,2,2,5
disrespectful,disrespectful,0,,off~C1+,3.64,0,0,1,0,2,2,5
blame,blame,0,,B2,4.63,0,0,1,0,3,3,5
european,european,0,,off~B2,5.08,0,0,1,0,2,2,5
uncommon,uncommon,0,,off~C1+,3.87,0,0,1,0,2,2,5
shot,shot,0,,B2,5.22,0,0,1,0,3,3,5
satisfaction,satisfaction,0,,B2,4.16,0,0,1,0,2,2,5
labor,labor,0,,off~B2,4.77,0,0,1,0,3,3,5
overwhelming,overwhelming,0,,C1,4.08,0,0,1,0,3,3,5
sort,sort,0,,A2,5.0,0,0,1,0,3,4,5
stagger,stagger,0,,off~C2,3.5,0,0,1,0,3,3,5
suburb,suburb,0,,B2,3.81,0,0,1,0,2,2,5
factually,factually,0,,off~C2,2.81,0,0,1,0,2,2,5
informative,informative,0,,off~C1+,3.61,0,0,1,0,2,2,5
ingenious,ingenious,0,,off~C2,3.35,0,0,1,0,3,3,5
earl,earl,0,,off~C1,4.18,0,0,1,0,2,2,5
periodically,periodically,0,,off~C1+,3.59,0,0,1,0,3,3,5
democratic,democratic,0,,B2,4.73,0,0,1,0,2,2,5
ongoing,ongoing,0,,B2,4.32,0,0,1,0,3,3,5
inconsistent,inconsistent,0,,off~C1+,3.79,0,0,1,0,2,2,5
manufacturing,manufacturing,1,manufacturing,B2,4.56,0,0,0,0,4,5,5
ancestry,ancestry,0,,off~C2,3.5,0,0,1,0,2,2,5
pablo,pablo,0,,off~C1+,3.8,0,0,1,0,2,2,5
relocate,relocate,0,,off~C2,3.44,0,0,1,0,2,2,5
erect,erect,0,,C1,3.85,0,0,1,0,2,2,5
opera,opera,0,,B2,4.27,0,0,1,0,2,3,5
penniless,penniless,0,,off~C2,2.85,0,0,1,0,3,3,5
ridicule,ridicule,0,,off~C2,3.34,0,0,1,0,3,3,5
Europe,Europe,0,,off~B2,5.04,0,0,1,1,2,2,5
thermodynamics,thermodynamics,0,,off~C2,3.1,0,0,1,0,2,2,5
altogether,altogether,0,,B2,4.07,0,0,1,0,3,3,5
overview,overview,0,,off~C1,4.11,0,0,1,0,2,2,5
administer,administer,0,,C1,3.96,0,0,1,0,3,3,5
hamlet,hamlet,0,,off~C1+,3.65,0,0,1,0,2,2,5
long-standing,long-standing,0,,C1,4.81,0,0,1,0,2,2,5
infant,infant,0,,C1,3.99,0,0,1,0,2,4,5
susceptibility,susceptibility,0,,off~C2,3.1,0,0,1,0,3,3,5
nickname,nickname,0,,off~C1+,3.91,0,0,1,0,3,3,5
revitalize,revitalize,0,,off~C2,2.87,0,0,1,0,2,2,5
membership,membership,0,,B2,4.47,0,0,1,0,3,3,5
discussion,discussion,0,,A2,4.71,0,0,1,0,3,3,5
probability,probability,0,,B2,4.02,0,0,1,0,3,3,5
war-tear,war-tear,0,,off~B2,4.32,0,0,1,0,2,2,5
sleepy,sleepy,0,,off~C1+,3.68,0,0,1,0,3,3,5
newborn,newborn,0,,off~C1+,3.78,0,0,1,0,3,3,5
packaging,packaging,0,,off~C1+,3.96,0,0,1,0,3,3,5
guard,guard,0,,B1,4.73,0,0,1,0,3,3,5
transpire,transpire,0,,off~C2,3.06,0,0,1,0,3,3,5
shelf,shelf,0,,B1,4.02,0,0,1,0,2,2,5
lyric,lyric,0,,B2,4.35,0,0,1,0,2,5,5
outpost,outpost,0,,off~C2,3.39,0,0,1,0,2,2,5
closure,closure,0,,C1,4.11,0,0,1,0,2,2,5
fluctuation,fluctuation,0,,off~C2,3.47,0,0,1,0,2,2,5
conclusively,conclusively,0,,off~C2,2.98,0,0,1,0,2,2,5
enthusiast,enthusiast,0,,C1,3.56,0,0,1,0,3,3,5
nasa,nasa,0,,off~C1,4.21,0,0,1,0,2,3,5
economics,economics,0,,B2,4.42,0,0,1,0,2,3,5
burial,burial,0,,C1,3.9,0,0,1,0,2,2,5
allure,allure,0,,off~C2,3.15,0,0,1,0,3,3,5
persecute,persecute,0,,off~C2,3.42,0,0,1,0,2,2,5
thwart,thwart,0,,off~C2,3.15,0,0,1,0,2,2,5
conservative,conservative,0,,B2,4.61,0,0,1,0,2,2,5
age-relate,age-relate,0,,off~B2,4.9,0,0,1,0,2,2,5
fetch,fetch,0,,off~C1+,3.65,0,0,1,0,2,2,4
loyal,loyal,0,,B2,4.2,0,0,1,0,2,2,4
repercussion,repercussion,0,,off~C2,3.39,0,0,1,0,2,2,4
intervention,intervention,0,,C1,4.26,0,0,1,0,2,2,4
intellectually,intellectually,0,,off~C2,3.34,0,0,1,0,2,2,4
correlation,correlation,0,,C1,3.86,0,0,1,0,2,2,4
parliament,parliament,1,parliament,B2,4.74,0,0,0,0,2,2,4
midst,midst,0,,C1,3.89,0,0,1,0,2,2,4
moderate,moderate,0,,C1,4.27,0,0,1,0,2,2,4
purport,purport,0,,off~C2,2.84,0,0,1,0,2,2,4
shut,shut,0,,A2,4.78,0,0,1,0,2,2,4
faulty,faulty,0,,off~C1+,3.62,0,0,1,0,2,2,4
submit,submit,0,,B2,4.32,0,0,1,0,2,2,4
substantiate,substantiate,0,,off~C2,2.84,0,0,1,0,2,2,4
indoors,indoors,0,,B1,3.6,0,0,1,0,2,3,4
bravery,bravery,0,,off~C1+,3.59,0,0,1,0,2,2,4
undeveloped,undeveloped,0,,off~C2,3.11,0,0,1,0,2,2,4
handling,handling,0,,C1,4.39,0,0,1,0,2,2,4
catastrophic,catastrophic,0,,off~C1+,3.58,0,0,1,0,2,2,4
strongly,strongly,0,,B1,4.47,0,0,1,0,2,2,4
outlive,outlive,0,,off~C2,2.75,0,0,1,0,2,2,4
distinctly,distinctly,0,,off~C1+,3.53,0,0,1,0,2,2,4
clarify,clarify,0,,B2,3.85,0,0,1,0,2,2,4
worthy,worthy,0,,C1,4.29,0,0,1,0,2,2,4
self-defense,self-defense,0,,off~B2,4.76,0,0,1,0,2,2,4
imaginative,imaginative,0,,off~C2,3.45,0,0,1,0,2,2,4
sudden,sudden,0,,B1,4.4,0,0,1,0,2,2,4
dependence,dependence,0,,C1,3.66,0,0,1,0,2,2,4
medicinally,medicinally,0,,off~C2,2.11,0,0,1,0,2,2,4
abide,abide,0,,off~C1+,3.59,0,0,1,0,2,2,4
sway,sway,0,,off~C1+,3.65,0,0,1,0,2,3,4
inherently,inherently,0,,off~C1+,3.59,0,0,1,0,2,2,4
bidding,bidding,0,,off~C1+,3.81,0,0,1,0,2,2,4
synthesize,synthesize,0,,off~C2,3.24,0,0,1,0,2,2,4
decidedly,decidedly,0,,off~C2,3.37,0,0,1,0,2,2,4
long-distance,long-distance,0,,off~B2,4.8,0,0,1,0,2,2,4
resistant,resistant,0,,off~C1,3.99,0,0,1,0,2,2,4
cherish,cherish,0,,off~C1+,3.52,0,0,1,0,2,2,4
pivotal,pivotal,0,,off~C2,3.5,0,0,1,0,2,2,4
displease,displease,0,,off~C2,2.97,0,0,1,0,2,2,4
predominantly,predominantly,0,,C1,3.8,0,0,1,0,2,2,4
revise,revise,0,,B1,4.14,0,0,1,0,2,2,4
monumental,monumental,0,,off~C2,3.5,0,0,1,0,2,2,4
unjustified,unjustified,0,,off~C2,3.03,0,0,1,0,2,2,4
meaningless,meaningless,0,,off~C1+,3.7,0,0,1,0,2,2,4
so-called,so-called,0,,B2,5.54,0,0,1,0,2,2,4
eventful,eventful,0,,off~C2,3.02,0,0,1,0,2,2,4
proverb,proverb,0,,off~C2,3.14,0,0,1,0,2,2,4
aggressive,aggressive,0,,B2,4.32,0,0,1,0,2,2,4
autonomy,autonomy,0,,C1,3.86,0,0,1,0,2,2,4
goodness,goodness,0,,B2,4.13,0,0,1,0,2,5,4
much-love,much-love,0,,off~B2,5.6,0,0,1,0,2,2,4
transformation,transformation,0,,C1,4.21,0,0,1,0,2,2,4
conspire,conspire,0,,off~C2,3.11,0,0,1,0,2,2,4
employer,employer,0,,A2,4.25,0,0,1,0,2,2,4
domestic,domestic,0,,B2,4.69,0,0,1,0,2,3,4
harshly,harshly,0,,off~C2,3.27,0,0,1,0,2,2,4
abandonment,abandonment,0,,off~C2,3.4,0,0,1,0,2,2,4
conserve,conserve,0,,C1,3.37,0,0,1,0,2,2,4
subsist,subsist,0,,off~C2,2.55,0,0,1,0,2,2,4
outfit,outfit,0,,B2,4.22,0,0,1,0,2,3,4
modesty,modesty,0,,off~C2,3.24,0,0,1,0,2,2,4
patch,patch,0,,C1,4.2,0,0,1,0,2,2,4
handbook,handbook,0,,off~C1+,3.86,0,0,1,0,2,3,4
induce,induce,0,,C1,3.56,0,0,1,0,2,2,4
anti-slavery,anti-slavery,0,,off~C1,4.15,0,0,1,0,2,2,4
reminiscent,reminiscent,0,,off~C1+,3.61,0,0,1,0,2,2,4
antiquity,antiquity,0,,off~C2,3.43,0,0,1,0,2,2,4
apt,apt,0,,off~C1+,3.69,0,0,1,0,2,2,4
forego,forego,0,,off~C2,2.84,0,0,1,0,2,2,4
consensus,consensus,0,,C1,4.1,0,0,1,0,2,2,4
intolerant,intolerant,0,,off~C2,3.25,0,0,1,0,2,2,4
bother,bother,0,,B1,4.39,0,0,1,0,2,2,4
dub,dub,0,,C1,3.81,0,0,1,0,2,2,4
tenet,tenet,0,,off~C2,3.09,0,0,1,0,2,2,4
uncertainty,uncertainty,0,,B2,4.03,0,0,1,0,2,2,4
viewpoint,viewpoint,0,,B2,3.64,0,0,1,0,2,2,4
commission,commission,0,,B2,4.91,0,0,1,0,2,2,4
commute,commute,0,,off~C1+,3.56,0,0,1,0,2,2,4
whatever,whatever,0,,B1,5.14,0,0,1,0,2,2,4
spray,spray,0,,off~C1,4.18,0,0,1,0,2,3,4
thickness,thickness,0,,off~C1+,3.75,0,0,1,0,2,2,4
insignificant,insignificant,0,,off~C1+,3.53,0,0,1,0,2,2,4
impetus,impetus,0,,off~C2,3.27,0,0,1,0,2,2,4
tireless,tireless,0,,off~C2,3.04,0,0,1,0,2,2,4
estate,estate,0,,B2,4.82,0,0,1,0,2,2,4
usefulness,usefulness,0,,off~C2,3.33,0,0,1,0,2,2,4
mandate,mandate,0,,C1,3.97,0,0,1,0,2,2,4
harbor,harbor,0,,off~C1,4.15,0,0,1,0,2,2,4
context,context,0,,A2,4.63,0,0,1,0,2,2,4
sector,sector,0,,B2,4.66,0,0,1,0,2,2,4
tear,tear,0,,B2,4.47,0,0,1,0,2,2,4
indistinguishable,indistinguishable,0,,off~C2,3.16,0,0,1,0,2,2,4
accessibility,accessibility,0,,off~C1+,3.51,0,0,1,0,2,2,4
testimony,testimony,0,,C1,4.17,0,0,1,0,2,2,4
drain,drain,0,,C1,4.07,0,0,1,0,2,2,4
opponent,opponent,0,,B2,4.2,0,0,1,0,2,2,4
uninhabited,uninhabited,0,,off~C2,3.01,0,0,1,0,2,2,4
relevant,relevant,0,,B2,4.61,0,0,1,0,2,2,4
robust,robust,0,,C1,3.94,0,0,1,0,2,2,4
specify,specify,0,,B2,4.06,0,0,1,0,2,2,4
unlock,unlock,0,,off~C1+,3.9,0,0,1,0,2,2,4
fearful,fearful,0,,off~C1+,3.58,0,0,1,0,2,2,4
bob,bob,0,,off~B2,4.63,0,0,1,0,2,2,4
enlist,enlist,0,,off~C1+,3.75,0,0,1,0,2,2,4
honesty,honesty,0,,B2,3.99,0,0,1,0,2,2,4
tinker,tinker,0,,off~C2,3.28,0,0,1,0,2,2,4
vulnerable,vulnerable,0,,C1,4.21,0,0,1,0,2,2,4
forage,forage,0,,off~C2,3.13,0,0,1,0,2,2,4
destruction,destruction,0,,B2,4.36,0,0,1,0,2,2,4
completion,completion,0,,B2,4.22,0,0,1,0,2,3,4
astonishingly,astonishingly,0,,off~C2,2.86,0,0,1,0,2,2,4
energy-efficient,energy-efficient,0,,off~B2,4.36,0,0,1,0,1,3,3
dehydrate,dehydrate,0,,off~C2,3.26,0,0,1,0,1,1,3
complication,complication,0,,C1,3.31,0,0,1,0,1,1,3
popularly,popularly,0,,off~C2,3.18,0,0,1,0,1,1,3
coward,coward,0,,off~C1+,3.67,0,0,1,0,1,2,3
cowardly,cowardly,0,,off~C2,3.42,0,0,1,0,1,1,3
somerset,somerset,0,,off~C1+,3.78,0,0,1,0,1,1,3
pinnacle,pinnacle,0,,off~C2,3.45,0,0,1,0,1,1,3
dominance,dominance,0,,C1,3.83,0,0,1,0,1,1,3
teem,teem,0,,off~C2,2.07,0,0,1,0,1,1,3
unrest,unrest,0,,off~C1+,3.61,0,0,1,0,1,1,3
rigorous,rigorous,0,,off~C1+,3.68,0,0,1,0,1,1,3
bid,bid,0,,B2,4.4,0,0,1,0,1,1,3
hyperventilation,hyperventilation,0,,off~C2,2.06,0,0,1,0,1,3,3
abnormally,abnormally,0,,off~C2,3.07,0,0,1,0,1,1,3
elevate,elevate,0,,C1,4.03,0,0,1,0,1,1,3
impede,impede,0,,off~C2,3.14,0,0,1,0,1,1,3
dire,dire,0,,off~C1+,3.66,0,0,1,0,1,1,3
tenth,tenth,0,,off~C1+,3.92,0,0,1,0,1,2,3
scanty,scanty,0,,off~C2,2.34,0,0,1,0,1,1,3
helpfulness,helpfulness,0,,off~C2,2.21,0,0,1,0,1,1,3
ceaselessly,ceaselessly,0,,off~C2,2.4,0,0,1,0,1,1,3
strenuous,strenuous,0,,off~C2,3.12,0,0,1,0,1,1,3
tirelessly,tirelessly,0,,off~C2,3.08,0,0,1,0,1,1,3
indelible,indelible,0,,off~C2,2.82,0,0,1,0,1,1,3
imprint,imprint,0,,off~C2,3.38,0,0,1,0,1,1,3
acoustically,acoustically,0,,off~C2,2.43,0,0,1,0,1,2,3
functionally,functionally,0,,off~C2,3.19,0,0,1,0,1,2,3
attribution,attribution,0,,off~C2,3.36,0,0,1,0,1,1,3
enforcement,enforcement,0,,C1,4.45,0,0,1,0,1,1,3
embargo,embargo,0,,off~C2,3.31,0,0,1,0,1,1,3
bronze,bronze,0,,off~C1,4.2,0,0,1,0,1,1,3
Andrea,Andrea,0,,off~C1+,3.88,0,0,1,0,1,2,3
villainy,villainy,0,,off~C2,2.6,0,0,1,0,1,1,3
villain,villain,0,,off~C1+,3.88,0,0,1,0,1,2,3
wickedness,wickedness,0,,off~C2,2.93,0,0,1,0,1,1,3
departure,departure,0,,B1,4.22,0,0,1,0,1,1,3
italians,italians,0,,off~C1+,3.64,0,0,1,0,1,1,3
Columbus,Columbus,0,,off~C1,4.04,0,0,1,0,1,2,3
encouragement,encouragement,0,,C1,3.79,0,0,1,0,1,1,3
world-class,world-class,0,,off~B2,5.25,0,0,1,0,1,1,3
gymnast,gymnast,0,,off~C2,3.07,0,0,1,0,1,3,3
melanie,melanie,0,,off~C1+,3.53,0,0,1,0,1,1,3
perceptive,perceptive,0,,off~C2,2.99,0,0,1,0,1,1,3
perceptiveness,perceptiveness,0,,off~C2,1.57,0,0,1,0,1,1,3
cogent,cogent,0,,off~C2,2.71,0,0,1,0,1,1,3
giuseppe,giuseppe,0,,off~C2,3.14,0,0,1,0,1,2,3
Zurich,Zurich,0,,off~C1+,3.59,0,0,1,0,1,1,3
chronology,chronology,0,,off~C2,3.22,0,0,1,0,1,1,3
militarily,militarily,0,,off~C2,3.0,0,0,1,0,1,2,3
onset,onset,0,,off~C1+,3.72,0,0,1,0,1,1,3
gaskell,gaskell,0,,off~C2,2.46,0,0,1,0,1,3,3
gaskell's,gaskell's,0,,off~C2,1.54,0,0,1,0,1,1,3
permission,permission,0,,A2,4.5,0,0,1,0,1,1,3
Leon,Leon,0,,off~C1+,3.92,0,0,1,0,1,2,3
hem,hem,0,,off~C2,3.24,0,0,1,0,1,1,3
sizeable,sizeable,0,,off~C2,3.23,0,0,1,0,1,1,3
carthage,carthage,0,,off~C2,3.06,0,0,1,0,1,1,3
unfathomable,unfathomable,0,,off~C2,2.91,0,0,1,0,1,1,3
Kaliningrad,Kaliningrad,0,,off~C2,2.39,0,0,1,0,1,2,3
closeness,closeness,0,,off~C2,3.14,0,0,1,0,1,1,3
appointment,appointment,0,,B1,4.49,0,0,1,0,1,1,3
seventeenth-century,seventeenth-century,0,,off~C2,3.34,0,0,1,0,1,1,3
insistence,insistence,0,,off~C2,3.44,0,0,1,0,1,1,3
detriment,detriment,0,,off~C2,3.26,0,0,1,0,1,1,3
Zimbabwe,Zimbabwe,0,,off~C1+,3.73,0,0,1,0,1,1,3
